Name,Price,Brand,Img,Img2,materialGlass,sizeFace
Đồng Hồ Q&Q QQ-S328J204Y,1.529.500đ,Q&Q Japan,https://www.dangquangwatch.vn/upload/product/140692415_%C4%91%E1%BB%93ng-h%E1%BB%93-nh%E1%BA%ADt21.jpg,https://www.dangquangwatch.vn/upload/img_big/379784372_dong-ho-chinh-hang-2.jpg,"
	                            	                                Mineral (Kính cứng chịu lực)
	                            	                        ",40 mm
Đồng hồ Jacques Lemans JL-1-2087D,11.780.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1537563540_dong-ho-co-chinh-hang25.jpg,https://www.dangquangwatch.vn/upload/img_big/1690107678_dong-ho-co-chinh-hang27.jpg,"
	                            	                                Kính cứng
	                            	                        ",40 mm
Đồng hồ Jacques Lemans JL-1-1909A,10.991.500đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/2110439514_Untitled-23.jpg,https://www.dangquangwatch.vn/upload/img_big/1780589441_Untitled-136.jpg,"
	                            	                                hardened crystex crystal (Kính cứng )
	                            	                        ",40 mm
Đồng hồ Jacques Lemans JL-1-1852ZB,3.904.500đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1889771508_Untitled-9.jpg,https://www.dangquangwatch.vn/upload/img_big/1705266850_Untitled-10.jpg,"
	                            	                                hardened crystex crystal (Kính cứng )
	                            	                        ",38 mm
Đồng hồ Q&Q QQ-S278J212Y,1.396.500đ,Q&Q Japan,https://www.dangquangwatch.vn/upload/img_big/750249494_1060174960_dong-ho-chinh-hang-43.jpg,https://www.dangquangwatch.vn/upload/img_big/632017831_1307573610_dong-ho-chinh-hang-49.jpg,"
	                            	                                Kính cứng chịu lực
	                            	                        ",40mm
Đồng hồ Q&Q QQ-S282J204Y,1.396.500đ,Q&Q Japan,https://www.dangquangwatch.vn/upload/product/589245951_donghonhat20.jpg,https://www.dangquangwatch.vn/upload/img_big/1556409346_1940018332_QQ-S282J204Y.jpg,"
	                            	                                Kính cứng chịu lực
	                            	                        ",40 mm
Đồng hồ Jacques Lemans JL-42-6C,6.032.500đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1010671315_D%E1%BB%92NG-H%E1%BB%92-CH%C3%8DNH-H%C3%83NG-15.jpg,https://www.dangquangwatch.vn/upload/img_big/572180836_donghonhapkhau6.jpg,"
	                            	                                Krysterna crystal ( kính cứng )
	                            	                        ",42 mm
Đồng hồ Jacques Lemans JL-1-2087G,12.350.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1941728577_dong-ho-co-chinh-hang30.jpg,https://www.dangquangwatch.vn/upload/img_big/714225925_dong-ho-co-chinh-hang28.jpg,"
	                            	                                Kính cứng
	                            	                        ",40 mm
Đồng hồ Jacques Lemans JL-1-2003C,2.755.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/product/500838166_donghonhapkhau110.jpg,https://www.dangquangwatch.vn/upload/product/500838166_donghonhapkhau110.jpg,"
	                            	                                Hardened crystex crystal (Kính cứng)
	                            	                        ",40 mm
Đồng hồ Jacques Lemans JL-1-2068B,4.085.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1836018269_donghonhapkhau111.jpg,https://www.dangquangwatch.vn/upload/img_big/2109696646_donghonhapkhau110.jpg,"
	                            	                                Hardened crystex crystal (Kính cứng)
	                            	                        ",41 mm
Đồng hồ Jacques Lemans JL-1-2068J,5.510.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1544561175_donghonhapkhau102.jpg,https://www.dangquangwatch.vn/upload/img_big/291493288_donghonhapkhau101.jpg,"
	                            	                                Hardened crystex crystal (Kính cứng)
	                            	                        ",41 mm
Đồng hồ Jacques Lemans JL-1-1769D,3.002.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1953107351_201704_06_1-1769D_19200.jpg,https://www.dangquangwatch.vn/upload/img_big/1213971714_201704_06_1-1769D_48005.jpg,"
	                            	                                hardened crystex crystal (Kính cứng )
	                            	                        ",39 mm
Đồng hồ Atlantic Swiss AT-60335.45.21,12.141.000đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/img_big/276917662_15963301_822773528_%C4%91%E1%BB%93ng-h%E1%BB%93-th%E1%BB%A5y-s%E1%BB%B9.jpg,https://www.dangquangwatch.vn/upload/img_big/217099542_donghothuysy13.jpg,"
	                            	                                Sapphire
	                            	                        ",42mm
Đồng hồ Jacques Lemans JL-1-1542J,6.032.500đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/144788205_Untitled-284.jpg,https://www.dangquangwatch.vn/upload/img_big/1534372032_Untitled-285.jpg,"
	                            	                                hardened crystex crystal (Kính cứng )
	                            	                        ",42 mm
Đồng Hồ Q&Q QQ-S294J212Y,1.486.750đ,Q&Q Japan,https://www.dangquangwatch.vn/upload/img_big/1107142789_donghonhat27.jpg,https://www.dangquangwatch.vn/upload/img_big/280448607_donghonhat26.jpg,"
	                            	                                Mineral (Kính cứng chịu lực)
	                            	                        ",40 mm
Đồng hồ Jacques Lemans JL-1-1945D,7.524.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1472952107_donghonhapkhau37.jpg,https://www.dangquangwatch.vn/upload/img_big/1936907474_donghonhapkhau38.jpg,"
	                            	                                Hardened crystex crystal (Kính cứng)
	                            	                        ",42 mm
Đồng hồ Jacques Lemans 1-2068P,4.085.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1181299246_donghonhapkhau125.jpg,https://www.dangquangwatch.vn/upload/img_big/1575854521_donghonhapkhau124.jpg,"
	                            	                                Hardened crystex crystal (Kính cứng)
	                            	                        ",41 mm
Đồng hồ Jacques Lemans JL-1-2073D,5.225.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1858626136_donghonhapkhau141.jpg,https://www.dangquangwatch.vn/upload/img_big/1373841993_Donghonhapkhau140.jpg,"
	                            	                                Hardened crystex crystal (Kính cứng)
	                            	                        ",40 mm
Đồng hồ Atlantic Swiss AT-62346.45.21,9.595.000đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/img_big/695906809_donghothuysy89.jpg,https://www.dangquangwatch.vn/upload/img_big/1693162258_1784434343_D%E1%BB%92NG-H%E1%BB%92-CH%C3%8DNH-H%C3%83NG-17.jpg,"
	                            	                                Sapphire
	                            	                        ",Đồng hồ nam
Đồng hồ Jacques Lemans   JL-1-2117B,5.510.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1758532076_dong%20ho%20chinh%20hang%20(1).jpg,https://www.dangquangwatch.vn/upload/img_big/173943844_dong%20ho%20chinh%20hang%20(3).jpg,"
	                            	                                Kính cứng chịu lực
	                            	                        ",44 mm
ĐỒNG HỒ PHILIPPE AUGUSTE PA5022D,5.678.150đ," Philippe Auguste",https://www.dangquangwatch.vn/upload/product/1343164526_dong-ho-chinh-hang37.jpg,https://www.dangquangwatch.vn/upload/img_big/352512484_dong-ho-nhap-khau30.jpg,"
	                            	                                Tráng Sapphire
	                            	                        ",42 mm
Đồng hồ Atlantic Swiss  AT-52852.41.53,81.557.500đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/img_big/2080992168_dong-ho-thuy-sy-cao-cap9.jpg,https://www.dangquangwatch.vn/upload/img_big/1461773110_dong-ho-thuy-sy-cao-cap10.jpg,"
	                            	                                Sapphire
	                            	                        ",42 mm
Đồng hồ Atlantic Swiss  AT-56550.41.21,12.245.500đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/product/dong-ho-thuy-sy19-1776544325.jpg,https://www.dangquangwatch.vn/upload/img_big/945902136_dong-ho-thuy-sy20.jpg,"
	                            	                                Sapphire
	                            	                        ",41 mm
Đồng hồ Jacques Lemans JL-1-1542D,5.434.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/564368217_4Dong-ho-chinh-hang-JL-1-1542R.jpg,https://www.dangquangwatch.vn/upload/img_big/133106896_donghonhapkhau101.jpg,"
	                            	                                Hardened crystex crystal (Kính cứng )
	                            	                        ",42 mm
Đồng hồ Jacques Lemans JL-1-2068I,5.510.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1028184399_donghonhapkhau120.jpg,https://www.dangquangwatch.vn/upload/img_big/1233952613_donghonhapkhau121.jpg,"
	                            	                                Hardened crystex crystal (Kính cứng)
	                            	                        ",41 mm
Đồng hồ Jacques Lemans JL-1-1859C,4.512.500đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/639862999_dong-ho-nu-thoi-trang-9.jpg,https://www.dangquangwatch.vn/upload/img_big/799707616_Untitled-52.jpg,"
	                            	                                Mineral (Kính cứng chịu lực)
	                            	                        ",40mm
Đồng hồ Jacques Lemans JL-1-2068C,4.085.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1851976828_donghonhapkhau113.jpg,https://www.dangquangwatch.vn/upload/img_big/1871291001_donghonhapkhau112.jpg,"
	                            	                                Hardened crystex crystal (Kính cứng)
	                            	                        ",41 mm
Đồng Hồ Atlantic AT-61352.45.21,9.481.000đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/img_big/916196828_donghochinhhang21.jpg,https://www.dangquangwatch.vn/upload/img_big/958639762_donghothuysi20.jpg,"
	                            	                                Sapphire 
	                            	                        ",42mm
Đồng hồ Jacques Lemans JL-1-1542R,5.120.500đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1151272366_5Dong-ho-chinh-hang-JL-1-1542.jpg,https://www.dangquangwatch.vn/upload/img_big/1855427199_D%E1%BB%92NG-H%E1%BB%92-CH%C3%8DNH-H%C3%83NG-16.jpg,"
	                            	                                Krysterna crystal ( kính cứng )
	                            	                        ",42 mm
Đồng Hồ Q&Q QQ-S294J201Y,1.486.750đ,Q&Q Japan,https://www.dangquangwatch.vn/upload/product/969467558_%C4%91%E1%BB%93ng-h%E1%BB%93-nh%E1%BA%ADt10.jpg,https://www.dangquangwatch.vn/upload/product/969467558_%C4%91%E1%BB%93ng-h%E1%BB%93-nh%E1%BA%ADt10.jpg,"
	                            	                                Mineral (Kính cứng chịu lực)
	                            	                        ",40 mm
Đồng hồ Atlantic Swiss AT-60347.45.11,9.595.000đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/product/1710812670_dong-ho-thuy-sy2.jpg,https://www.dangquangwatch.vn/upload/product/1710812670_dong-ho-thuy-sy2.jpg,"
	                            	                                Sapphire
	                            	                        ",Đồng hồ nam
Đồng hồ Jacques Lemans JL-1-1542N,4.512.500đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1571459791_Untitled-52.jpg,https://www.dangquangwatch.vn/upload/img_big/1277192088_3Dong-ho-chinh-hang-JL-1-1542N.jpg,"
	                            	                                hardened crystex crystal (Kính cứng )
	                            	                        ",42 mm
Đồng hồ Jacques Lemans JL-1-1542A,4.512.500đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/911190093_Untitled-1308.jpg,https://www.dangquangwatch.vn/upload/img_big/1066479903_Untitled-310.jpg,"
	                            	                                hardened crystex crystal (Kính cứng )
	                            	                        ",42 mm
Đồng hồ Jacques Lemans JL-1-1862ZD,5.728.500đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1174498961_Untitled-14.jpg,https://www.dangquangwatch.vn/upload/img_big/1679116861_Untitled-15.jpg,"
	                            	                                hardened crystex crystal (Kính cứng )
	                            	                        ",40 mm
Đồng hồ Jacques Lemans JL-N-207ZB,9.614.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/126173088_D%E1%BB%92NG-H%E1%BB%92-CH%C3%8DNH-H%C3%83NG-20.jpg,https://www.dangquangwatch.vn/upload/img_big/831959448_D%E1%BB%92NG-H%E1%BB%92-CH%C3%8DNH-H%C3%83NG-21.jpg,"
	                            	                                Krysterna crystal ( kính cứng )
	                            	                        ",38 mm
Đồng Hồ Q&Q QQ-S330J201Y,1.985.500đ,Q&Q Japan,https://www.dangquangwatch.vn/upload/img_big/1069464433_donghonhat18.jpg,https://www.dangquangwatch.vn/upload/img_big/204497432_donghonhat17.jpg,"
	                            	                                Mineral (Kính cứng chịu lực)
	                            	                        ",40 mm
Đồng hồ Jacques Lemans JL-1-1863E,7.685.500đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1144528525_Untitled-14.jpg,https://www.dangquangwatch.vn/upload/img_big/1281362929_Untitled-15.jpg,"
	                            	                                hardened crystex crystal (Kính cứng )
	                            	                        ",36 mm
Đồng hồ Jacques Lemans JL-1-1862N,5.728.500đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/269481121_Untitled-9.jpg,https://www.dangquangwatch.vn/upload/img_big/947361512_Untitled-40.jpg,"
	                            	                                hardened crystex crystal (Kính cứng )
	                            	                        ",40 mm
Đồng hồ Jacques Lemans JL-1-1542I,5.434.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/878136550_Dong-ho-chinh-hang-JL-1-1-1542I.jpg2.jpg,https://www.dangquangwatch.vn/upload/img_big/2113347275_donghonhapkhau104.jpg,"
	                            	                                Hardened crystex crystal (Kính cứng )
	                            	                        ",42 mm
Đồng hồ Jacques Lemans JL-1-1654K,6.032.500đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/713402770_goods_desc_a_201608_29_1-1654K_68703.jpg,https://www.dangquangwatch.vn/upload/img_big/139292149_goods_desc_a_201608_29_1-1654K_54878.jpg,"
	                            	                                hardened crystex crystal (Kính cứng )
	                            	                        ",40 mm
Đồng hồ Jacques Lemans JL-1-1950B,3.002.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1071280512_Untitled-58.jpg,https://www.dangquangwatch.vn/upload/img_big/952447221_donghonhapkhau35.jpg,"
	                            	                                hardened crystex crystal (Kính cứng )
	                            	                        ",38 mm
Đồng hồ Aries Gold AG-L9023 S-W,7.866.000đ,Aries Gold,https://www.dangquangwatch.vn/upload/img_big/2089891469_%C4%91%E1%BB%93ng-h%E1%BB%93-c%C6%A118.jpg,https://www.dangquangwatch.vn/upload/img_big/1486496456_%C4%91%E1%BB%93ng-h%E1%BB%93-nam14.jpg,"
	                            	                                Sapphire 
	                            	                        ",37mm
Đồng hồ Citizen CT-BM7466-81H,7.210.500đ,Citizen,https://www.dangquangwatch.vn/upload/product/468082655_dong-ho-nhat8.jpg,https://www.dangquangwatch.vn/upload/product/468082655_dong-ho-nhat8.jpg,"
	                            	                                Kính khoáng
	                            	                        ",40 mm
Đồng hồ Philippe Auguste PA5003E,12.038.400đ," Philippe Auguste",https://www.dangquangwatch.vn/upload/img_big/1218659732_DONG-HO-CHINH-HANG-9.jpg,https://www.dangquangwatch.vn/upload/img_big/1428336150_DONG-HO-CHINH-HANG-10.jpg,"
	                            	                                Tráng Sapphire
	                            	                        ",40 mm
Đồng hồ Atlantic Swiss AT-60343.45.19 Limited,11.001.000đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/img_big/1829002679_dong-ho-thuy-sy-AT-60343.45.19.jpg,https://www.dangquangwatch.vn/upload/img_big/1528784542_dong-ho-thuy-sy-phien-ban-gioi-han16.jpg,"
	                            	                                Sapphire
	                            	                        ",40 mm
Đồng hồ Jacques Lemans JL-1-1850ZF,3.002.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/product/126337872_%C4%91%C3%B2ng-h%E1%BB%93-ch%C3%ADnh-h%C3%A3ng-52.jpg,https://www.dangquangwatch.vn/upload/img_big/2105814367_Untitled-48.jpg,"
	                            	                                hardened crystex crystal (Kính cứng )
	                            	                        ",38 mm
Đồng Hồ EPOS SWISS E-3408.208.22.90.15 Limited,35.625.000đ,Epos Swiss,https://www.dangquangwatch.vn/upload/img_big/1474483890_dong-ho-thuy-sy-phien-ban-gioi-han14.jpg,https://www.dangquangwatch.vn/upload/img_big/1186884103_dong-ho-thuy-sy-phien-ban-gioi-han29.jpg,"
	                            	                                Sapphire
	                            	                        ",39 mm
Đồng hồ Atlantic Swiss  AT-50354.41.21,10.345.500đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-sy-440993101.jpg,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-sy-440993101.jpg,"
	                            	                                Sapphire
	                            	                        ",42 mm
Đồng hồ Atlantic Swiss  AT-50354.41.61,10.345.500đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-syjpg4-1916530790.jpg,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-syjpg4-1916530790.jpg,"
	                            	                                Sapphire
	                            	                        ",42 mm
Đồng hồ Atlantic Swiss  AT-60335.43.21G,12.141.000đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-syjpg5-2055535000.jpg,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-syjpg5-2055535000.jpg,"
	                            	                                Sapphire
	                            	                        ",42 mm
Đồng hồ Philippe Auguste PA5007C,13.197.400đ," Philippe Auguste",https://www.dangquangwatch.vn/upload/img_big/258794907_DONG-HO-CHINH-HANG-7.jpg,https://www.dangquangwatch.vn/upload/img_big/2022684184_Untitled-1.jpg,"
	                            	                                Tráng Sapphire
	                            	                        ",40 mm
Đồng hồ Atlantic Swiss  AT-60348.41.25,8.968.000đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-syjpg6-509470261.jpg,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-syjpg6-509470261.jpg,"
	                            	                                Sapphire
	                            	                        ",40 mm
Đồng hồ Philippe Auguste PA5007D,13.197.400đ," Philippe Auguste",https://www.dangquangwatch.vn/upload/img_big/2141438510_DONG-HO-CHINH-HANG-33.jpg,https://www.dangquangwatch.vn/upload/img_big/1549652771_DONG-HO-CHINH-HANG-32.jpg,"
	                            	                                Tráng Sapphire
	                            	                        ",40 mm
Đồng hồ Atlantic Swiss  AT-60348.41.55,8.968.000đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-syjpg7-2036883618.jpg,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-syjpg7-2036883618.jpg,"
	                            	                                Sapphire
	                            	                        ",40 mm
Đồng hồ Atlantic Swiss  AT-60348.41.65,8.968.000đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-syjpg8-762769495.jpg,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-syjpg8-762769495.jpg,"
	                            	                                Sapphire
	                            	                        ",40 mm
Đồng hồ Atlantic Swiss  AT-62450.41.21,12.929.500đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-syjpg9-1187532338.jpg,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-syjpg9-1187532338.jpg,"
	                            	                                Sapphire
	                            	                        ",44 mm
Đồng hồ Atlantic Swiss  AT-64452.41.51R,12.587.500đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-syjpg10-1971068348.jpg,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-syjpg10-1971068348.jpg,"
	                            	                                Sapphire
	                            	                        ",42 mm
Đồng hồ Atlantic Swiss  AT-64452.41.61R,12.587.500đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-syjpg11-1432410029.jpg,https://www.dangquangwatch.vn/upload/product/dong-ho-pin-thuy-syjpg11-1432410029.jpg,"
	                            	                                Sapphire
	                            	                        ",42 mm
Đồng hồ Jacques Lemans JL-N-209ZL,6.859.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/574639225_Untitled-21.jpg,https://www.dangquangwatch.vn/upload/img_big/1404297925_Untitled-22.jpg,"
	                            	                                perspex ( Kính cứng chịu lực )
	                            	                        ",39 mm
Đồng hồ Citizen CT-NH8350-08A,5.044.500đ,Citizen,https://www.dangquangwatch.vn/upload/img_big/1478578475_1839652284_%C4%91%E1%BB%93ng-h%E1%BB%93-%C4%91%C4%83ng-quang12.jpg,https://www.dangquangwatch.vn/upload/img_big/1702229443_845388741_%C4%91%E1%BB%93ng-h%E1%BB%93-%C4%91%C4%83ng-quang11.jpg,"
	                            	                                Mineral (Kính cứng chịu lực)
	                            	                        ",40 mm
Đồng hồ Jacques Lemans JL-1-1906H,7.685.500đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/585881305_Untitled-274.jpg,https://www.dangquangwatch.vn/upload/img_big/1732256011_Untitled-275.jpg,"
	                            	                                hardened crystex crystal (Kính cứng )
	                            	                        ",30X37 mm
Đồng hồ Q&Q QQ-S306J202Y,1.767.000đ,Q&Q Japan,https://www.dangquangwatch.vn/upload/img_big/1476507568_dong-ho-chinh-hang-3.jpg,https://www.dangquangwatch.vn/upload/img_big/183935703_chitietqq7.jpg,"
	                            	                                Kính cứng chịu lực
	                            	                        ",40 mm
Đồng hồ Q&Q QQ-S288J206Y,1.584.600đ,Q&Q Japan,https://www.dangquangwatch.vn/upload/product/1426812648_QQ-S288J206Y.jpg,https://www.dangquangwatch.vn/upload/img_big/998418521_dong-ho-chinh-hang-50.jpg,"
	                            	                                Kính cứng chịu lực
	                            	                        ",40 mm
Đồng hồ Philippe Auguste PA5025D,5.843.450đ," Philippe Auguste",https://www.dangquangwatch.vn/upload/product/dong-ho-chinh-hang34-2099546869.jpg,https://www.dangquangwatch.vn/upload/img_big/1952667441_dong-ho-nhap-khau10.jpg,"
	                            	                                Tráng Sapphire
	                            	                        ",42 mm
Đồng hồ Jacques Lemans JL-1-1117.1EN,7.543.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/109310014_Untitled-333.jpg,https://www.dangquangwatch.vn/upload/img_big/213607255_Untitled-334.jpg,"
	                            	                                hardened crystex crystal (Kính cứng )
	                            	                        ",44 mm
Đồng hồ Atlantic Swiss AT-50354.45.31,13.281.000đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/product/926577569_dong-ho-thuy-sy.jpg,https://www.dangquangwatch.vn/upload/img_big/2022149223_dong-ho-thuy-sy7.jpg,"
	                            	                                Sapphire
	                            	                        ",42mm
Đồng hồ Q&Q QQ-S288J212Y,1.584.600đ,Q&Q Japan,https://www.dangquangwatch.vn/upload/img_big/1009327410_Untitled-10.jpg,https://www.dangquangwatch.vn/upload/img_big/293788829_DONG-HO-CHINH-HANG-6.jpg,"
	                            	                                Kính cứng chịu lực
	                            	                        ",40 mm
Đồng hồ Jacques Lemans JL-1-1852ZE,4.816.500đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1957603858_dong-ho-chinh-hang-8.jpg,https://www.dangquangwatch.vn/upload/img_big/1835151603_Untitled-3.jpg,"
	                            	                                hardened crystex crystal (Kính cứng )
	                            	                        ",38 mm
Đồng hồ Jacques Lemans JL-1-2087E,12.350.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1269517229_dong-ho-co-chinh-hang33.jpg,https://www.dangquangwatch.vn/upload/img_big/1964675990_dong-ho-co-chinh-hang38.jpg,"
	                            	                                Kính cứng
	                            	                        ",40 mm
Đồng hồ Jacques Lemans JL-1-2087J,13.775.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/71754919_dong-ho-co-chinh-hang36.jpg,https://www.dangquangwatch.vn/upload/img_big/1836593954_dong-ho-co-chinh-hang37.jpg,"
	                            	                                Kính cứng
	                            	                        ",40 mm
Đồng hồ Q&Q QQ-QZ00J104Y,695.400đ,Q&Q Japan,https://www.dangquangwatch.vn/upload/product/QZ00J104Y-1553256390.jpg,https://www.dangquangwatch.vn/upload/img_big/1044250641_dong-ho-chinh-hang-18.jpg,"
	                            	                                Kính cứng chịu lực
	                            	                        ",38 mm
Đồng hồ Jacques Lemans JL-1-1862R,5.728.500đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/product/188631042_donghonhapkhau3.jpg,https://www.dangquangwatch.vn/upload/product/188631042_donghonhapkhau3.jpg,"
	                            	                                Hardened crystex crystal (Kính cứng )
	                            	                        ",40 mm
Đồng hồ Atlantic Swiss AT-62341.43.21,7.932.500đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/img_big/2132111488_dong-ho-chinh-hang-4.jpg,https://www.dangquangwatch.vn/upload/img_big/235136332_dong-ho-chihh-hang-9.jpg,"
	                            	                                Sapphire
	                            	                        ",40 mm
Đồng hồ Atlantic Swiss AT-62341.43.31,7.932.500đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/product/968442464_Untitled-83.jpg,https://www.dangquangwatch.vn/upload/img_big/703556961_Untitled-459.jpg,"
	                            	                                
	                            	                        ",40 mm
Đồng hồ Atlantic Swiss AT-62341.45.31,7.970.500đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/img_big/130380118_donghothuysi23.jpg,https://www.dangquangwatch.vn/upload/img_big/1726784078_donghothuysi22.jpg,"
	                            	                                Sapphire
	                            	                        ",40mm
Đồng hồ Jacques Lemans JL-N-215.1ZJ,5.481.500đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/1383646244_Untitled-10.jpg,https://www.dangquangwatch.vn/upload/img_big/301020835_Untitled-11.jpg,"
	                            	                                perspex ( Kính cứng chịu lực )
	                            	                        ",40 mm
Đồng Hồ Q&Q QQ-S328J211Y,1.852.500đ,Q&Q Japan,https://www.dangquangwatch.vn/upload/img_big/545160355_donghonhat7.jpg,https://www.dangquangwatch.vn/upload/img_big/1586759419_donghonhat6.jpg,"
	                            	                                Mineral (Kính cứng chịu lực)
	                            	                        ",40 mm
Đồng hồ Atlantic Swiss AT-52780.41.21R Limited,34.314.000đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/product/163136556_dong-ho-thuy-sy-phien-ban-gioi-han1.jpg,https://www.dangquangwatch.vn/upload/img_big/1769427464_dong-ho-thuy-sy-phien-ban-gioi-han2.jpg,"
	                            	                                Sapphire
	                            	                        ",42 mm
Đồng hồ Jacques Lemans JL-1-2126F,4.104.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/product/1999030446_donghonhapkhau29.jpg,https://www.dangquangwatch.vn/upload/img_big/640122206_donghonhapkhau2.jpg,"
	                            	                                Krysterna crystal ( kính cứng )
	                            	                        ",42 mm
Đồng hồ Atlantic Swiss AT-62341.45.21,7.970.500đ,Atlantic Swiss,https://www.dangquangwatch.vn/upload/img_big/1599178005_Untitled-457.jpg,https://www.dangquangwatch.vn/upload/img_big/1236554526_donghothuysy%20(1).jpg,"
	                            	                                Sapphire
	                            	                        ",40 mm
Đồng hồ Jacques Lemans JL-1-2124H,4.104.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/product/1320311789_donghonhapkhau44.jpg,https://www.dangquangwatch.vn/upload/img_big/737800234_307095308_donghonhapkhau11.jpg,"
	                            	                                Krysterna crystal ( kính cứng )
	                            	                        ",40 mm
Đồng hồ Citizen CT-BI1050-56A,2.964.000đ,Citizen,https://www.dangquangwatch.vn/upload/img_big/288549675_dong-ho-chinh-hang-3.jpg,https://www.dangquangwatch.vn/upload/img_big/1649697579_dong-ho-chinh-hang-2.jpg,"
	                            	                                Mineral Crystal
	                            	                        ",40 mm
Đồng hồ Jacques Lemans JL-1-2087F,12.350.000đ,Jacques Lemans,https://www.dangquangwatch.vn/upload/img_big/787103839_dong-ho-co-chinh-hang43.jpg,https://www.dangquangwatch.vn/upload/img_big/1136084437_dong-ho-co-chinh-hang40.jpg,"
	                            	                                Kính cứng
	                            	                        ",40 mm
